ID,1-wthr,1-dscr,1-avg_day,1-avg_night,1-t_min,1-t_max,1-pres,1-humd,1-w_spd,1-rain,1-snow,2-wthr,2-dscr,2-avg_day,2-avg_night,2-t_min,2-t_max,2-pres,2-humd,2-w_spd,2-rain,2-snow,3-wthr,3-dscr,3-avg_day,3-avg_night,3-t_min,3-t_max,3-pres,3-humd,3-w_spd,3-rain,3-snow,4-wthr,4-dscr,4-avg_day,4-avg_night,4-t_min,4-t_max,4-pres,4-humd,4-w_spd,4-rain,4-snow,5-wthr,5-dscr,5-avg_day,5-avg_night,5-t_min,5-t_max,5-pres,5-humd,5-w_spd,5-rain,5-snow,6-wthr,6-dscr,6-avg_day,6-avg_night,6-t_min,6-t_max,6-pres,6-humd,6-w_spd,6-rain,6-snow,7-wthr,7-dscr,7-avg_day,7-avg_night,7-t_min,7-t_max,7-pres,7-humd,7-w_spd,7-rain,7-snow
329,Clouds,broken clouds,34.72,28.67,28.67,34.72,1003.98,80,4.09,0,0,Clear,clear sky,42.08,22.73,21.81,42.08,1008.89,51,3.76,0,0.01,Snow,light snow,39.38,28.56,24.89,41.49,1015.83,63,3.42,0,0.76,Snow,light snow,38.86,34.16,30.15,42.15,1009.85,74,4.16,0,1.02,Snow,light snow,59.97,35.89,35.89,59.97,962.85,0,7.78,33.84,0.07,Snow,snow,31.64,25.29,25.29,31.64,977.14,0,12.3,0,2.27,Snow,light snow,33.24,30.76,22.82,33.24,996.75,0,3.67,0,0.22
330,Rain,light rain,42.31,43.02,42.31,43.02,980.56,99,2.19,0.39,0,Clouds,scattered clouds,47.34,33.49,33.49,47.77,986.6,71,3.2,0,0,Rain,light rain,40.73,39.45,34.75,41.61,987.06,98,3.2,2.67,0,Rain,heavy intensity rain,39.45,39.02,37.8,39.45,984.07,100,3.38,26.95,0,Snow,light snow,50.97,33.04,33.04,55.17,952.72,0,11.12,5.98,0.28,Snow,light snow,39.56,29.55,29.19,39.56,973.08,0,10.78,0,0.09,Snow,light snow,43.54,36.7,22.59,43.54,979.93,0,5.59,1.35,0.04
331,Snow,light snow,23.99,21.34,21.34,23.99,743.45,60,3.31,0,0.11,Snow,snow,33.17,21.25,13.48,33.17,737.66,48,0.4,0,11.07,Snow,snow,19.18,12.85,12.85,20.41,742.9,73,2.98,0,5.52,Clear,clear sky,26.4,2.66,0.72,30.36,743.89,64,2.71,0,0,Clear,clear sky,35.8,22.87,1.08,35.8,732.03,0,2.89,0,0,Clear,clear sky,32.18,20.37,18.75,32.18,732.34,0,7.63,0,0,Snow,light snow,40.66,20.44,12.6,40.66,731.89,0,3.87,0.51,0.23
332,Rain,light rain,48.58,44.87,44.87,48.58,974.72,100,3.53,1.25,0,Clouds,scattered clouds,50.54,42.76,37.15,52.72,977.27,63,3.31,0,0,Rain,light rain,52.79,44.76,43.25,55.2,976.6,64,3.98,0,0,Rain,heavy intensity rain,45.43,45.19,43.07,45.43,973.7,100,3.15,19.18,0,Snow,snow,36.21,26.92,26.92,49.64,939.95,0,12.17,7.69,4.05,Snow,light snow,32.9,27.63,25.02,32.9,957.48,0,10.58,0,1.43,Snow,light snow,40.39,33.58,25.52,40.39,960.28,0,5.75,4.33,0.2
333,Clear,clear sky,30.76,25.52,25.52,30.76,964.26,90,3.76,0,0,Clear,clear sky,41.99,27.23,18.34,43,968.6,78,2.98,0,0,Snow,light snow,38.84,34.86,30.7,38.84,969.71,89,4.76,1.58,0.14,Snow,snow,37.02,34.34,32.54,37.02,966.48,100,3.15,11.21,1.83,Snow,snow,48.13,27.91,27.91,50.58,938.33,0,10.33,5.08,2.47,Snow,snow,28.49,25.5,25.5,28.49,960.32,0,10.83,0,2.92,Snow,light snow,34.5,32.74,22.1,34.5,967.37,0,5.44,0.79,1.29
334,Clear,clear sky,18.32,10.13,10.13,18.32,739.16,76,2.19,0,0,Snow,light snow,33.37,15.17,4.41,34.59,733.36,49,3.2,0,0.27,Snow,light snow,24.21,12.47,12.47,25.99,733.42,40,10.92,0,0.73,Snow,light snow,29.91,13.24,13.24,38.14,740.08,49,2.93,0,0.65,Clear,clear sky,37.47,15.49,8.73,42.57,764.66,0,2.86,0,0.01,Clear,clear sky,41.72,17.4,9.63,44.46,763.75,0,2.71,0,0,Clear,clear sky,43.54,22.51,10.22,43.93,764.11,0,1.41,0,0
335,Rain,moderate rain,53.6,52.16,52.16,53.6,953.08,99,4.21,4.52,0,Rain,light rain,57.96,47.66,47.66,57.96,952.71,75,2.19,1.21,0,Rain,light rain,54.95,44.19,44.19,57.63,951.71,83,3.2,1.13,0,Rain,moderate rain,54.9,51.51,41.2,56.7,942.68,0,12.01,8.94,0,Snow,snow,35.4,27.79,27.79,41.85,941.37,0,12.5,4.34,1.78,Snow,light snow,39.02,24.87,24.87,39.02,955.25,0,7.61,0,0.16,Clear,clear sky,41.52,35.98,23.22,41.52,954.81,0,2.95,8.19,0.01
336,Clouds,overcast clouds,34.27,32.04,32.04,34.27,1009.57,84,3.53,0,0,Clear,clear sky,42.35,24.08,24.08,42.35,1014.31,65,3.53,0,0.01,Snow,light snow,40.64,29.79,25.52,40.64,1022.56,61,4.43,0,0.34,Snow,light snow,36.16,33.98,32,38.59,1015.44,94,5.95,0.58,1.02,Rain,heavy intensity rain,59.47,40.48,40.48,59.47,971.56,0,11.03,37.5,0,Snow,snow,32.86,25.56,25.56,33.12,982.81,0,12.84,0.44,1.51,Snow,light snow,34.09,30.67,24.53,34.09,1004.45,0,4.09,0,0.12
337,Clear,clear sky,30.2,24.87,24.87,30.2,981.85,95,3.98,0,0.03,Snow,light snow,30.96,12.74,12.74,30.96,987.32,43,5.77,0,0.07,Snow,light snow,32.99,31.5,13.87,37.62,991.27,57,4.54,0,0.16,Snow,snow,32.16,37.38,25.9,37.38,983.82,0,3.76,8.5,2.62,Snow,light snow,56.5,30.97,30.97,56.5,944.21,0,5.99,29.74,0.69,Snow,snow,23.86,19.26,19.26,25.59,958.9,0,14,0,7.06,Snow,light snow,27.88,28.63,16.74,28.63,976.69,0,4.79,0,0.43
338,Rain,light rain,36.37,33.57,33.57,36.37,1006.41,80,3.76,0,0,Clear,clear sky,42.57,28.04,27.21,42.57,1011.16,56,3.53,0,0.02,Snow,light snow,41.31,31.8,25.25,41.31,1019.72,52,5.66,0,0.22,Snow,light snow,36.61,34.75,33.44,37.78,1011.88,99,6.96,1.31,1,Rain,heavy intensity rain,59.61,46.54,46.54,59.61,983.72,0,13.31,34.42,0,Snow,light snow,35.11,27.09,27.09,35.11,991.73,0,14.27,0.93,0.45,Snow,light snow,35.85,31.39,26.6,35.85,1014.99,0,5.48,0,0.14
