ID,1-wthr,1-dscr,1-avg_day,1-avg_night,1-t_min,1-t_max,1-pres,1-humd,1-w_spd,1-rain,1-snow,2-wthr,2-dscr,2-avg_day,2-avg_night,2-t_min,2-t_max,2-pres,2-humd,2-w_spd,2-rain,2-snow,3-wthr,3-dscr,3-avg_day,3-avg_night,3-t_min,3-t_max,3-pres,3-humd,3-w_spd,3-rain,3-snow,4-wthr,4-dscr,4-avg_day,4-avg_night,4-t_min,4-t_max,4-pres,4-humd,4-w_spd,4-rain,4-snow,5-wthr,5-dscr,5-avg_day,5-avg_night,5-t_min,5-t_max,5-pres,5-humd,5-w_spd,5-rain,5-snow,6-wthr,6-dscr,6-avg_day,6-avg_night,6-t_min,6-t_max,6-pres,6-humd,6-w_spd,6-rain,6-snow,7-wthr,7-dscr,7-avg_day,7-avg_night,7-t_min,7-t_max,7-pres,7-humd,7-w_spd,7-rain,7-snow
94,Clear,clear sky,29.23,20.16,20.16,29.23,824.43,89,3.31,0,0,Snow,light snow,40.91,25.66,19.6,41.61,820.1,53,3.42,0.31,1.36,Snow,light snow,27.36,14.04,14.04,33.3,825.75,68,8.01,0,0.3,Clear,clear sky,35.62,18.1,13.14,42.96,828.03,54,3.15,0,0,Clear,clear sky,42.37,18.91,15.48,50.97,823.02,0,3.38,0,0,Clear,clear sky,48.7,22.17,15.33,53.15,822.51,0,2.82,0,0,Rain,light rain,49.17,27.79,25.65,55.15,819.44,0,3.04,0,0
95,Rain,light rain,34,27.18,27.18,34,975.85,92,4.09,0,0,Snow,light snow,38.12,21.16,21.16,38.46,981.08,62,4.32,0,0.06,Snow,light snow,39.02,29.82,23.77,39.02,984.95,76,5.88,0.34,0.61,Snow,light snow,41.47,34.07,26.78,43.95,980.59,76,3.38,0.81,1.02,Snow,light snow,59.02,32.29,32.29,59.02,957.58,0,9.22,22.72,0.44,Snow,snow,30.88,26.28,26.28,30.88,978.56,0,12.41,0,1.6,Snow,light snow,33.73,33.49,22.14,33.73,992.5,0,5.06,0.69,0.48
96,Snow,light snow,23.99,21.34,21.34,23.99,743.45,60,3.31,0,0.11,Snow,snow,33.17,21.25,13.48,33.17,737.66,48,0.4,0,11.07,Snow,snow,19.18,12.85,12.85,20.41,742.9,73,2.98,0,5.52,Clear,clear sky,26.4,2.66,0.72,30.36,743.89,64,2.71,0,0,Clear,clear sky,35.8,22.87,1.08,35.8,732.03,0,2.89,0,0,Clear,clear sky,32.18,20.37,18.75,32.18,732.34,0,7.63,0,0,Snow,light snow,40.66,20.44,12.6,40.66,731.89,0,3.87,0.51,0.23
97,Clouds,broken clouds,26.51,20.93,20.93,26.51,964.51,85,4.09,0,0,Snow,light snow,32.18,15.31,15.31,32.18,969.09,51,4.76,0,0.11,Snow,light snow,35.24,26.02,19.72,35.85,973.76,68,5.44,0,0.48,Snow,light snow,42.91,33.4,23.68,44.58,969.08,61,3.15,0.46,0.09,Snow,light snow,57.18,31.42,31.42,57.18,942.99,0,7.49,27.32,0.51,Snow,snow,27.86,22.89,22.89,28.08,958.9,0,12.95,0,3.03,Snow,light snow,30.72,29.59,19.44,30.72,975.88,0,4.63,0,0.4
98,Clouds,scattered clouds,16.45,15.89,15.89,16.45,817.46,82,1.07,0,0,Snow,light snow,26.87,12.07,12.07,27.12,816.45,90,8.68,0,0.78,Clear,clear sky,17.87,0.84,-2.74,25.2,820.15,89,2.64,0,0,Clouds,scattered clouds,21.72,8.33,0.41,29.73,820.01,92,2.82,0,0,Clear,clear sky,33.15,17.26,9.9,42.03,833.36,0,3.49,0,0,Clear,clear sky,36.91,23.43,12.09,45.54,832.24,0,3.27,0,0,Rain,light rain,40.48,19.6,19.6,45.1,827.74,0,3.27,0,0
99,Clear,clear sky,28.09,26.24,26.24,28.09,1003.33,83,7.56,0,0.03,Snow,light snow,32.45,22.46,16.99,35.62,1001.11,82,5.55,0,0.1,Snow,snow,35.91,23.49,21.65,38.43,1000.27,89,5.99,0,1.63,Clear,clear sky,31.44,21.47,14,36.25,1004.42,86,4.38,0,0,Snow,light snow,25.27,23.41,23.41,25.27,988.79,0,21.52,0,0.91,Snow,light snow,19.36,8.73,8.73,19.67,997.2,0,13.71,0,0.14,Snow,light snow,11.14,-1.74,-1.74,11.14,992.09,0,22.44,0,0.09
100,Clouds,few clouds,42.04,31.77,31.77,42.04,744.18,52,7.11,0,0,Snow,light snow,39.74,27.28,20.01,41.38,738.8,60,3.42,0.35,1.37,Snow,snow,22.64,10.83,10.83,24.12,740.63,74,12.03,0,3.05,Clear,clear sky,31.23,13.62,8.44,35.4,758.47,0,3,0,0.02,Clear,clear sky,36.52,17.02,8.15,42.12,757.56,0,3.47,0,0,Clear,clear sky,41.63,17.76,9.84,43.38,756.86,0,3.33,0,0,Clear,clear sky,42.15,22.03,9.72,44.56,757.63,0,3.62,0,0
101,Clear,clear sky,33.55,32.99,32.99,33.55,1013.14,100,8.01,0,0,Clear,clear sky,34.56,31.42,31.42,35.58,1013.5,100,4.54,0,0.02,Clear,clear sky,35.87,30.63,30.63,36.45,1014.21,98,5.21,0,0.01,Clouds,scattered clouds,38.59,34.57,30.11,38.59,1011.39,87,8.97,0,0,Snow,light snow,29.91,26.98,26.98,29.91,991.42,0,21.85,0,0.93,Snow,light snow,29.75,17.19,17.19,29.75,1002.87,0,19.82,0,1.32,Snow,light snow,27.57,9.7,9.7,27.57,999.79,0,9.73,0,1.45
102,Clear,clear sky,-0.39,-4.29,-4.29,-0.39,983.88,67,2.75,0,0,Snow,light snow,22.41,23.18,-1.88,25.41,980.76,57,5.1,0,0.31,Snow,light snow,30.29,16.29,16.29,30.29,978.95,77,4.54,0,0.71,Snow,light snow,26.1,20.82,6.13,26.1,979.16,0,5.55,0,0.4,Snow,light snow,21.58,16.75,16.75,21.58,971.36,0,11.23,0,1.23,Snow,light snow,12.38,7.83,7.77,12.38,976.73,0,10.04,0,0.24,Snow,light snow,1.56,-8.13,-8.13,4.32,974.67,0,11.45,0,0.61
103,Snow,light snow,27.43,23.22,23.22,27.43,973.99,71,3.76,0,0.2,Clear,clear sky,23.63,6.98,6.98,23.7,978.98,44,2.42,0,0.02,Snow,light snow,29.12,27.36,4.55,31.95,983.57,61,3.31,0,0.55,Clear,clear sky,40.12,22.73,17.69,40.21,979.78,61,1.59,0,0.02,Snow,light snow,54.66,33.4,33.4,54.66,945.42,0,6.04,35.07,0.33,Snow,snow,22.96,15.6,15.6,27.99,954.85,0,12.86,0.23,7.2,Snow,light snow,24.96,26.44,13.1,26.44,977.1,0,3.67,0,0.25
104,Clear,clear sky,33.94,33.71,33.71,33.94,1013.46,98,11.25,0,0.02,Snow,light snow,31.77,33.94,31.33,33.94,1014.31,100,12.82,0,0.09,Clear,clear sky,36.14,34.95,34.25,36.14,1013.81,94,5.21,0,0.02,Snow,light snow,36.07,34.79,34.79,36.07,1012.77,94,12.1,0,0.05,Snow,light snow,30.18,26.08,26.08,30.18,988.38,0,22.39,0,0.69,Snow,light snow,25.3,17.64,17.64,25.3,1000.24,0,22.48,0,0.64,Snow,light snow,24.91,9.16,9.16,24.91,996.55,0,16.02,0,0.82
105,Clear,clear sky,17.53,16.34,16.34,17.53,786.17,83,3.42,0,0.03,Snow,snow,25.92,15.26,15.26,30.72,781.92,81,3.87,0,2.06,Clear,clear sky,23.45,6.66,6.66,28.17,788.7,53,3.76,0,0,Clear,clear sky,23.92,11.35,1.76,29.32,789.53,58,3.15,0,0,Snow,light snow,27.66,14.41,12.56,33.15,794.24,0,2.71,0,0.09,Clear,clear sky,29.8,14.07,7.02,35.91,794.35,0,1.36,0,0,Clear,clear sky,32.29,19.6,8.55,37.69,791.67,0,1.95,0,0
106,Clouds,scattered clouds,32.65,27.41,27.41,32.65,990.44,78,3.76,0,0,Clear,clear sky,34.11,14.95,14.95,34.11,995.67,53,5.44,0,0.01,Snow,light snow,28.67,26.22,14.45,32.85,1005.21,60,3.42,0,0.21,Snow,light snow,38.1,26.47,24.12,40.12,997.69,70,3.49,0,0.18,Rain,heavy intensity rain,58.12,45.16,45.16,58.12,967.71,0,8.59,27.39,0,Snow,snow,30.74,22.41,22.41,32.76,973.29,0,13.91,0.58,1.62,Snow,light snow,30.94,24.73,22.5,30.94,998.17,0,6.11,0,0.13
107,Snow,light snow,25.11,21.61,21.61,25.11,984.77,94,5.99,0,0.37,Snow,light snow,24.84,13.93,13.48,26.8,984.81,90,5.99,0,0.41,Snow,light snow,33.37,22.84,18.64,36.43,983.65,92,8.46,0.55,0.34,Clear,clear sky,31.89,14.41,14.41,34.68,986.34,100,4.72,0,0,Snow,light snow,25.5,19.36,19.36,25.5,970.35,0,21.39,0,0.58,Snow,light snow,20.98,8.85,8.85,20.98,979.77,0,16.26,0,0.13,Snow,light snow,12.81,-1.74,-1.74,12.81,973.85,0,18.07,0,0.47
108,Clouds,few clouds,32.92,32.76,32.76,32.92,896.98,50,9.91,0,0,Snow,light snow,37.89,25.48,25.48,37.89,896.62,63,10.69,0.69,0.22,Clear,clear sky,36.14,22.17,18.86,41.22,905.75,78,5.1,0,0,Clouds,few clouds,37.56,33.49,17.1,46.27,901.72,62,4.61,0,0,Clear,clear sky,42.87,20.8,20.8,43.2,863.35,0,6.67,0,0.01,Clear,clear sky,38.66,23.52,15.39,45.41,866.08,0,3.2,0,0,Clear,clear sky,39.27,24.94,22.73,43.48,864.02,0,3.24,0,0
109,Snow,light snow,30.97,31.42,30.97,31.42,1008.68,88,2.75,0,0.08,Clear,clear sky,27.95,10.76,10.76,27.95,1016.18,50,4.99,0,0,Snow,light snow,34.97,34.41,13.24,40.23,1016.89,66,3.2,1.11,0.11,Snow,snow,34.32,39.63,31.3,39.63,999.42,0,3.74,12.76,2.01,Snow,light snow,56.46,31.48,31.48,56.46,958.59,0,6.24,15.2,1.31,Snow,snow,25.03,21.09,21.09,25.77,977.54,0,14.12,0,7.21,Snow,light snow,29.23,30.88,18.18,30.88,992.9,0,7.07,0,0.7
110,Clouds,scattered clouds,28.96,28.96,28.96,28.96,981.69,64,5.55,0,0,Clear,clear sky,22.06,11.46,11.46,26.01,986.72,43,5.39,0,0,Snow,light snow,14.18,20.12,2.57,25.38,998.83,44,2.82,0,0.23,Clear,clear sky,30.63,18.1,16.65,38.28,992.49,71,2.68,0,0.01,Clear,clear sky,53.98,48.79,39.65,54.36,965.89,0,8.01,31.1,0.02,Snow,snow,31.19,20.88,20.88,34.29,965.38,0,12.68,2.19,2.62,Snow,light snow,26.89,20.86,17.89,26.89,993.92,0,6.96,0,0.11
111,Clear,clear sky,35.8,25.7,25.7,35.8,816,77,2.75,0,0,Clear,clear sky,49.71,22.91,22.91,49.71,815.67,34,4.18,0,0,Clouds,scattered clouds,47.01,27.86,19.53,48.51,814.07,41,3.6,0,0,Clear,clear sky,56.46,31.26,27.48,56.46,816.07,36,3.96,0,0,Clear,clear sky,44.49,32.83,26.15,54.39,840.45,0,2.48,0,0,Rain,light rain,46.81,30.99,30.27,54.27,839.74,0,1.77,0,0,Clear,clear sky,46.69,29.23,23.72,51.67,837.47,0,0.43,0,0
112,Clouds,broken clouds,34.65,25.32,25.32,34.65,998.89,73,3.71,0,0,Snow,light snow,35.06,16.79,16.79,36.43,1004.83,54,1.97,0,0.18,Snow,light snow,28.85,28.11,14.32,35.28,1012.02,60,2.98,0,0.24,Snow,snow,33.57,36.48,26.89,36.48,996.79,0,4.83,5.88,2.23,Snow,light snow,59.38,34.36,34.36,59.38,956.16,0,7.38,30.75,0.14,Snow,snow,26.83,21.06,21.06,29.52,968.42,0,13.27,0,4.99,Snow,light snow,29.37,28.06,18.99,29.37,989.05,0,3.38,0,0.21
113,Clear,clear sky,41.02,36.27,36.27,41.02,1015.17,67,8.68,0,0,Clear,clear sky,46.13,33.4,30.63,49.48,1014.39,81,4.43,0,0,Clouds,few clouds,47.12,38.97,30.43,49.59,1013.32,70,11.03,0,0,Clouds,overcast clouds,44.04,40.28,35.6,45.88,1009.36,58,20.27,0,0,Snow,light snow,33.37,30.04,30.04,33.37,1003.78,0,20.2,0,0.51,Snow,light snow,40.19,29.55,23.94,40.19,1010.57,0,9.98,0.49,0.07,Snow,light snow,46.74,26.17,20.07,46.74,1004.86,0,15.26,0.51,0.04
114,Clear,clear sky,35.56,33.66,32.9,35.56,988.26,87,11.81,2.34,0.01,Snow,light snow,37.92,31.37,31.37,38.44,1003,77,10.67,3.81,0.11,Rain,light rain,35.37,34.07,27.86,36.39,1007,81,6.96,1.44,0,Clouds,scattered clouds,41.65,40.08,35.4,42.31,989.62,65,16.82,0,0,Clear,clear sky,41.76,40.86,40.86,42.04,970.45,0,9.64,8.13,0,Rain,moderate rain,43.11,32.72,32.72,43.11,970.96,0,13.78,4.4,0,Rain,moderate rain,43.54,37.71,37.71,43.54,976.84,0,8.5,4.25,0
115,Clear,clear sky,24.64,18.59,18.59,24.64,854.02,52,4.76,0,0,Snow,light snow,42.21,28.36,18.03,42.21,849.12,33,5.66,0,0.27,Clear,clear sky,28.67,11.07,11.07,33.24,860.44,44,12.93,0,0,Clear,clear sky,35.71,23.05,8.55,40.84,857.62,35,12.21,0,0,Snow,light snow,35.08,22.21,11.43,39.51,835.79,0,4.68,0.43,0.12,Snow,light snow,38.53,20.73,19.02,39.78,838.32,0,13.04,0.24,0.18,Clear,clear sky,40.03,14.68,13.95,40.03,836.66,0,6.87,0,0
116,Clouds,broken clouds,26.51,20.93,20.93,26.51,964.51,85,4.09,0,0,Snow,light snow,32.18,15.31,15.31,32.18,969.09,51,4.76,0,0.11,Snow,light snow,35.24,26.02,19.72,35.85,973.76,68,5.44,0,0.48,Snow,light snow,42.91,33.4,23.68,44.58,969.08,61,3.15,0.46,0.09,Snow,light snow,57.18,31.42,31.42,57.18,942.99,0,7.49,27.32,0.51,Snow,snow,27.86,22.89,22.89,28.08,958.9,0,12.95,0,3.03,Snow,light snow,30.72,29.59,19.44,30.72,975.88,0,4.63,0,0.4
117,Clear,clear sky,28.81,23.76,23.76,28.81,962.72,89,3.42,0,0,Snow,light snow,33.17,18.82,18.25,34.9,967.06,56,3.31,0,0.04,Snow,light snow,38.48,29.52,21.7,40.5,967.36,74,5.32,0.41,0.18,Snow,snow,41.07,33.85,30.92,42.28,965.43,76,4.05,1.02,2.42,Snow,snow,46.65,26.71,26.71,49.55,942.58,0,10,7.31,3.76,Snow,snow,23.18,20.61,20.61,23.18,965.59,0,13.67,0,5.57,Snow,snow,28.47,32.02,18,32.02,973.45,0,8.77,0,1.62
118,Clear,clear sky,28.81,23.76,23.76,28.81,962.72,89,3.42,0,0,Snow,light snow,33.17,18.82,18.25,34.9,967.06,56,3.31,0,0.04,Snow,light snow,38.48,29.52,21.7,40.5,967.36,74,5.32,0.41,0.18,Snow,snow,41.07,33.85,30.92,42.28,965.43,76,4.05,1.02,2.42,Snow,snow,46.65,26.71,26.71,49.55,942.58,0,10,7.31,3.76,Snow,snow,23.18,20.61,20.61,23.18,965.59,0,13.67,0,5.57,Snow,snow,28.47,32.02,18,32.02,973.45,0,8.77,0,1.62
119,Clear,clear sky,35.8,25.7,25.7,35.8,816,77,2.75,0,0,Clear,clear sky,49.71,22.91,22.91,49.71,815.67,34,4.18,0,0,Clouds,scattered clouds,47.01,27.86,19.53,48.51,814.07,41,3.6,0,0,Clear,clear sky,56.46,31.26,27.48,56.46,816.07,36,3.96,0,0,Clear,clear sky,44.49,32.83,26.15,54.39,840.45,0,2.48,0,0,Rain,light rain,46.81,30.99,30.27,54.27,839.74,0,1.77,0,0,Clear,clear sky,46.69,29.23,23.72,51.67,837.47,0,0.43,0,0
120,Snow,light snow,32.2,21.2,21.2,32.2,870.88,99,3.2,0.42,0.34,Snow,light snow,37.65,20.25,15.98,38.26,872.17,64,2.95,0,0.03,Clouds,few clouds,44.94,30.47,16.79,47.61,866.93,48,2.93,0,0,Rain,light rain,37.26,33.64,28.15,48.42,902.76,0,2.73,0,0,Rain,light rain,43.86,36.82,32.76,56.82,902.05,0,2.8,0,0,Rain,light rain,44.56,41.49,33.84,55.26,900.13,0,2.8,0.55,0,Rain,light rain,45.52,38.41,38.41,50.74,902.12,0,2.1,2.43,0
121,Clear,clear sky,25,16.79,16.79,25,753.51,63,2.64,0,0,Snow,snow,30.96,23.36,10.29,31.71,747.31,63,2.98,0,8.75,Snow,light snow,22.46,12.06,12.06,25.92,751.74,61,3.42,0,1.48,Clear,clear sky,26.08,4.73,1.67,29.14,754.83,50,3.15,0,0,Clear,clear sky,28.33,18.46,-0.46,32.97,752.5,0,2.3,0,0,Clear,clear sky,34.21,12.69,12.54,34.21,752.8,0,2.91,0,0,Clear,clear sky,35.26,18.73,5,37.09,751.75,0,2.53,0,0.03
122,Clouds,broken clouds,34.72,28.67,28.67,34.72,1003.98,80,4.09,0,0,Clear,clear sky,42.08,22.73,21.81,42.08,1008.89,51,3.76,0,0.01,Snow,light snow,39.38,28.56,24.89,41.49,1015.83,63,3.42,0,0.76,Snow,light snow,38.86,34.16,30.15,42.15,1009.85,74,4.16,0,1.02,Snow,light snow,59.97,35.89,35.89,59.97,962.85,0,7.78,33.84,0.07,Snow,snow,31.64,25.29,25.29,31.64,977.14,0,12.3,0,2.27,Snow,light snow,33.24,30.76,22.82,33.24,996.75,0,3.67,0,0.22
123,Clear,clear sky,32.77,31.41,31.41,32.77,1014.6,95,5.77,0,0.02,Clear,clear sky,27.59,15.53,15.53,27.59,1022.74,74,5.66,0,0,Snow,light snow,31.82,34.86,17.42,37.29,1022.8,76,3.42,0.37,0.08,Clear,clear sky,42.01,34.16,29.39,42.01,1019.73,79,3.6,0,0.03,Snow,snow,54.12,31.33,31.33,54.12,966.09,0,7.54,6.68,1.57,Snow,snow,25.7,22.41,22.41,26.04,987.88,0,17.58,0,5.34,Snow,light snow,30.22,32.68,18.68,32.68,1001.01,0,9.35,0,0.93
124,Clear,clear sky,28.09,26.24,26.24,28.09,1003.33,83,7.56,0,0.03,Snow,light snow,32.45,22.46,16.99,35.62,1001.11,82,5.55,0,0.1,Snow,snow,35.91,23.49,21.65,38.43,1000.27,89,5.99,0,1.63,Clear,clear sky,31.44,21.47,14,36.25,1004.42,86,4.38,0,0,Snow,light snow,25.27,23.41,23.41,25.27,988.79,0,21.52,0,0.91,Snow,light snow,19.36,8.73,8.73,19.67,997.2,0,13.71,0,0.14,Snow,light snow,11.14,-1.74,-1.74,11.14,992.09,0,22.44,0,0.09
125,Clear,clear sky,12.34,5.36,5.36,12.34,977.23,82,3.53,0,0,Snow,light snow,26.42,21.11,5.07,28.02,975.9,71,5.1,0,0.21,Snow,snow,32.54,24.96,21.97,34.95,973.92,82,5.1,0,1.58,Clear,clear sky,30.22,17.11,13.59,34.27,976.94,72,3.83,0,0,Snow,snow,25.18,19.06,19.06,25.18,965.89,0,16.87,0,1.59,Snow,light snow,19.4,8.31,8.31,19.4,974.5,0,12.08,0,1.41,Snow,snow,11.46,-2.28,-2.28,11.46,968.38,0,13.56,0,1.72
126,Rain,light rain,34,27.18,27.18,34,975.85,92,4.09,0,0,Snow,light snow,38.12,21.16,21.16,38.46,981.08,62,4.32,0,0.06,Snow,light snow,39.02,29.82,23.77,39.02,984.95,76,5.88,0.34,0.61,Snow,light snow,41.47,34.07,26.78,43.95,980.59,76,3.38,0.81,1.02,Snow,light snow,59.02,32.29,32.29,59.02,957.58,0,9.22,22.72,0.44,Snow,snow,30.88,26.28,26.28,30.88,978.56,0,12.41,0,1.6,Snow,light snow,33.73,33.49,22.14,33.73,992.5,0,5.06,0.69,0.48
127,Clear,clear sky,17.53,16.34,16.34,17.53,786.17,83,3.42,0,0.03,Snow,snow,25.92,15.26,15.26,30.72,781.92,81,3.87,0,2.06,Clear,clear sky,23.45,6.66,6.66,28.17,788.7,53,3.76,0,0,Clear,clear sky,23.92,11.35,1.76,29.32,789.53,58,3.15,0,0,Snow,light snow,27.66,14.41,12.56,33.15,794.24,0,2.71,0,0.09,Clear,clear sky,29.8,14.07,7.02,35.91,794.35,0,1.36,0,0,Clear,clear sky,32.29,19.6,8.55,37.69,791.67,0,1.95,0,0
128,Snow,light snow,25.54,18.86,18.86,25.54,980.47,67,6.11,0,0.06,Clear,clear sky,18.59,2.39,2.39,18.59,986.27,41,5.66,0,0,Snow,light snow,26.1,23.49,0.55,28.11,992.57,56,7.34,0,0.11,Clouds,broken clouds,38.46,19.04,19.04,38.46,987.31,58,3.15,0,0,Rain,heavy intensity rain,51.69,45.64,39.38,51.69,955.15,0,7.99,24.16,0,Snow,snow,24.89,14.34,14.34,33.33,957.28,0,12.35,6.53,11.22,Snow,light snow,20.19,22.33,11.52,22.33,985,0,5.66,0,0.48
129,Rain,light rain,32.74,26.82,26.82,32.74,978.04,75,3.98,0,0,Snow,light snow,32.27,14.09,14.09,32.27,983.11,54,4.32,0,0.1,Snow,light snow,28.94,25.02,13.64,32.04,991.51,62,4.32,0,0.17,Snow,light snow,37.96,27.32,23.4,40.84,985.05,69,2.93,0,0.11,Rain,heavy intensity rain,58.98,38.08,38.08,58.98,957.17,0,8.1,31.49,0,Snow,snow,28,20.91,20.91,30.99,965.99,0,12.46,0.23,4.05,Snow,light snow,29.14,27.28,20.48,29.14,988.65,0,3.78,0,0.22
130,Clear,clear sky,21.24,5.94,5.94,21.24,810.33,46,1.63,0,0,Clear,clear sky,42.57,5.56,5.56,42.57,810.08,16,6.2,0,0,Clouds,few clouds,46.17,18.75,4.82,47.82,809.45,16,3.15,0,0,Clear,clear sky,60.1,20.82,20.82,60.1,810.64,19,2.73,0,0,Clear,clear sky,43.77,23.11,15.03,54.75,797.89,0,1.68,0,0,Rain,light rain,47.71,25.83,19.83,54.81,797.18,0,2.08,0,0,Clear,clear sky,45.75,21.61,17.46,51.94,794.51,0,2.15,0,0
131,Clouds,scattered clouds,31.37,29.39,29.39,31.37,854.51,82,2.75,0,0,Snow,snow,32,20.53,20.53,34.41,850.82,82,5.21,0,1.51,Clear,clear sky,30.96,12.18,11.88,36.18,858.82,56,4.21,0,0,Clear,clear sky,30.78,17.71,8.74,37.38,843.78,0,2.91,0,0,Clear,clear sky,32.34,20.14,13.19,38.64,841.46,0,2.8,0,0.01,Clear,clear sky,35.42,18.57,12.99,42.21,841.16,0,2.21,0,0,Rain,light rain,37.92,25.72,13.41,43.21,837.67,0,2.46,0.36,0
132,Snow,light snow,23.99,21.34,21.34,23.99,743.45,60,3.31,0,0.11,Snow,snow,33.17,21.25,13.48,33.17,737.66,48,0.4,0,11.07,Snow,snow,19.18,12.85,12.85,20.41,742.9,73,2.98,0,5.52,Clear,clear sky,26.4,2.66,0.72,30.36,743.89,64,2.71,0,0,Clear,clear sky,35.8,22.87,1.08,35.8,732.03,0,2.89,0,0,Clear,clear sky,32.18,20.37,18.75,32.18,732.34,0,7.63,0,0,Snow,light snow,40.66,20.44,12.6,40.66,731.89,0,3.87,0.51,0.23
133,Snow,light snow,27.34,22.87,22.87,27.34,993.85,76,4.54,0,0.05,Snow,light snow,26.96,11.62,11.62,26.96,999.57,48,3.65,0,0.11,Snow,light snow,28.76,26.58,9.28,32.79,1005.94,51,3.09,0,0.28,Snow,snow,32.97,29.28,26.38,32.97,998.61,0,4.97,0.33,2.06,Rain,heavy intensity rain,54.88,39.07,39.07,54.88,958.19,0,6.17,25.88,0,Snow,snow,26.06,18.09,18.09,32.13,965.59,0,11.59,1.01,7.09,Snow,light snow,25.81,26.56,16.29,26.56,990.07,0,3.47,0,0.15
134,Clouds,scattered clouds,28.96,28.96,28.96,28.96,981.69,64,5.55,0,0,Clear,clear sky,22.06,11.46,11.46,26.01,986.72,43,5.39,0,0,Snow,light snow,14.18,20.12,2.57,25.38,998.83,44,2.82,0,0.23,Clear,clear sky,30.63,18.1,16.65,38.28,992.49,71,2.68,0,0.01,Clear,clear sky,53.98,48.79,39.65,54.36,965.89,0,8.01,31.1,0.02,Snow,snow,31.19,20.88,20.88,34.29,965.38,0,12.68,2.19,2.62,Snow,light snow,26.89,20.86,17.89,26.89,993.92,0,6.96,0,0.11
135,Clouds,few clouds,33.49,21.92,21.92,33.49,811.46,84,1.19,0,0,Clear,clear sky,51.69,22.73,19.18,51.69,810.65,30,3.18,0,0,Clouds,scattered clouds,56.34,32.13,22.64,56.34,808.56,42,1.59,0,0,Clear,clear sky,55.11,29.19,27.57,55.11,811.77,42,2.62,0,0,Clear,clear sky,52.14,39.61,38.43,59.7,879.76,0,2.77,0,0,Clear,clear sky,54.59,38.16,38.16,59.04,879.46,0,2.42,0,0,Clear,clear sky,53.89,34.66,33.93,57.88,877.6,0,1.81,0,0
136,Clear,clear sky,31.51,29.88,29.88,31.51,1013.62,92,10.25,0,0.03,Clear,clear sky,28.94,18.82,18.82,28.94,1019.99,82,6.22,0,0,Snow,light snow,33.26,30.27,20.17,35.49,1019,79,8.01,0,0.48,Snow,light snow,39.36,33.4,30.65,40.12,1016.82,79,7.85,0,0.49,Snow,snow,45.39,28.72,28.72,47.61,967.31,0,14.63,6.8,3.03,Snow,snow,25.16,20.16,20.16,25.16,991.73,0,23.89,0,4.05,Snow,snow,29.64,31.48,17.42,31.48,1000.2,0,17.18,0,2.07
137,Snow,light snow,30.97,31.42,30.97,31.42,1008.68,88,2.75,0,0.08,Clear,clear sky,27.95,10.76,10.76,27.95,1016.18,50,4.99,0,0,Snow,light snow,34.97,34.41,13.24,40.23,1016.89,66,3.2,1.11,0.11,Snow,snow,34.32,39.63,31.3,39.63,999.42,0,3.74,12.76,2.01,Snow,light snow,56.46,31.48,31.48,56.46,958.59,0,6.24,15.2,1.31,Snow,snow,25.03,21.09,21.09,25.77,977.54,0,14.12,0,7.21,Snow,light snow,29.23,30.88,18.18,30.88,992.9,0,7.07,0,0.7
138,Clear,clear sky,49.51,40.64,40.64,49.51,954.13,59,2.98,0,0,Clear,clear sky,59.9,49.78,35.22,70.27,954.01,59,3.09,0,0,Clear,clear sky,49.68,45.48,43.34,56.7,960.71,35,13.04,0,0,Clear,clear sky,50.34,34.3,28.98,59.14,962.75,48,3.38,0,0,Clear,clear sky,52.5,34.18,23.76,64.65,925.97,0,3.71,0,0,Clear,clear sky,59.09,41.25,29.19,69.62,924.04,0,3.6,0,0,Rain,light rain,57.36,41.74,35.6,71.8,921.37,0,3.65,0,0
139,Rain,light rain,37.71,32.34,32.34,37.71,1007.55,97,2.86,2.44,0,Clear,clear sky,45.23,27.68,27.68,46.11,1013.42,69,4.21,0,0,Clear,clear sky,41.54,35.19,27.14,41.94,1015.43,93,7,1.82,0.01,Snow,light snow,41.49,53.4,35.89,53.4,1007.12,0,7.58,30.99,0.07,Snow,light snow,57.9,35.02,35.02,58.19,971.77,0,12.37,11.97,0.16,Snow,light snow,35.6,28.92,28.92,35.6,996.19,0,16.28,0,1.14,Snow,light snow,38.37,38.53,24.75,38.53,1007.29,0,6.24,2.75,0.18
140,Clear,clear sky,33.94,33.71,33.71,33.94,1013.46,98,11.25,0,0.02,Snow,light snow,31.77,33.94,31.33,33.94,1014.31,100,12.82,0,0.09,Clear,clear sky,36.14,34.95,34.25,36.14,1013.81,94,5.21,0,0.02,Snow,light snow,36.07,34.79,34.79,36.07,1012.77,94,12.1,0,0.05,Snow,light snow,30.18,26.08,26.08,30.18,988.38,0,22.39,0,0.69,Snow,light snow,25.3,17.64,17.64,25.3,1000.24,0,22.48,0,0.64,Snow,light snow,24.91,9.16,9.16,24.91,996.55,0,16.02,0,0.82
